,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
258647,1.7252646562893998,-1.33725591897732,-1.01268723242643,-0.36165646305571003,-1.43161111889061,-1.09868096845893,-0.842273887126662,-0.0265944110506586,-0.0324086916165902,0.215113318307544,1.6189515050318501,-0.654046264579398,-1.44266461523722,-1.54653810978053,-0.230008312640385,1.7855394171318,1.41979300542346,0.0716655169994881,0.233031136382231,0.275911461860843,0.41452354851881495,0.7934336215961421,0.0288866294600233,0.41942087692779495,-0.367528629738171,-0.155634494802802,-0.0157676762994166,0.0107902703341145,189.0,0
69263,0.6832538454079009,-1.6818748599148101,0.53334933577086,-0.326064340653769,-1.45560260160191,0.10183172211093901,-0.5205903667987639,0.114036026045546,-0.601759616975508,0.444011204590068,1.52157013178839,0.49920211912431894,-0.127848980889118,-0.23725304925384302,-0.75235122116744,0.667190352382783,0.724785310333877,-1.73661452784482,0.7020878391427021,0.638185555288354,0.116897941580908,-0.30460537311557695,-0.12554696311894198,0.244847767679686,0.0691630813041917,-0.460711620731197,-0.017068229322228998,0.0635420639739848,315.17,0
96552,1.06797296370324,-0.656667445259896,1.02973755783637,0.253898950951056,-1.1727147384990801,0.07323151822302,-0.745770542381217,0.249803356982707,1.38305708281447,-0.48377093511712105,-0.782779719300234,0.005241826892528429,-1.27328755361203,-0.26926019063241,0.09128697272516301,-0.34797260531008006,0.49532820104664,-0.925949076785336,0.0991380015307017,-0.0838588216798934,-0.189314728482633,-0.426743268840663,0.0795386378051091,0.12969173226735498,0.00277849884164195,0.9704978258780691,-0.0350555791855653,0.0173125091431444,59.98,0
281898,0.119513434063762,0.729275299216247,-1.67887887582355,-1.55140768775895,3.1289138759345,3.2106322016797297,0.356276169539105,0.9203744505322701,-0.160588619591978,-0.801747534694645,0.137340521627608,-0.156739828721319,-0.42938760581809404,-0.752391517150042,0.155271798387776,0.215068493009769,0.35222218055061,-0.37616752589957403,-0.39892009234592696,0.0437152298275647,-0.335824702916238,-0.9061707986420301,0.108350039376946,0.593062338007319,-0.424302819549998,0.16420086872151998,0.245880852221372,0.0710289745733818,0.89,0
86917,1.2712528494033501,0.27569448328747903,0.159568036492662,1.00309576511593,-0.12853459548889,-0.608729738286472,0.0887774135032596,-0.145336127270675,0.15604711806614402,0.022707110015142,-0.963306374645205,-0.228073586073513,-0.324932986028689,0.390608594103586,1.06592325152319,0.28592989732868607,-0.62707223016865,0.170174816440504,-0.21591176821338198,-0.147394365073171,0.0319579001040591,0.12350276602637,-0.17452777336350597,-0.147534893417906,0.735909092789256,-0.26226975125227103,0.015576818173063998,0.0159546191894633,6.53,0
171156,-2.04838783495972,-2.0707028909592102,0.567587483262378,0.12598699209866498,3.3322185102374897,-2.13941569776932,-0.451742592183427,-0.13270354110886,0.0669433952645539,-0.271045737244408,-1.03394893253748,-0.5933375460504361,-0.8223494113944441,0.5122698410482249,0.968195997843065,-0.5356593628870739,-0.40083966154957207,0.330422538756169,0.20500103762839605,0.7557478332691481,0.49563474489187503,0.7525621996001959,0.18496730980451004,0.607580473239092,0.32328708748728197,-0.0921738366428455,-0.15926050009945403,-0.0267352976217178,49.5,0
47672,0.24468282320201,0.788305975089981,0.19404626863269397,0.672979161043158,-0.656488762360631,-0.437876857265562,-0.49945571933253796,-1.5131010532591498,0.5321421609008039,0.363574097550533,-0.20608305924280698,-0.6724802688651881,-2.07039385077294,0.633936162261638,1.48208955699211,-0.16877184058030098,0.34017096360414306,-0.616309416290974,-0.156340531780097,-0.6342527544078871,1.4203915484874698,-0.9143451311284229,0.7464502469372049,0.28696382521210195,-1.3304907177066398,-0.0132897941621159,-0.11260398261694901,-0.11982007431191001,9.99,0
120915,1.2515966184086398,-1.4522919809481298,0.657897118248171,-1.4103941100366797,-1.69246873985046,-0.17955273859250895,-1.19435464248838,-0.0504638026140876,-1.9574623244563298,1.50276241661416,1.05644490070014,0.29109022474412605,1.74416685345498,-0.576032081761789,0.0363161273146794,0.11010610025757302,-0.0602393227611881,0.869247586758537,-0.10595466395584802,0.0124797309195656,0.10915153626674098,0.507405229360313,-0.200820248527788,0.0423998907903058,0.38072874787876204,-0.0600446460312263,0.0373545338881545,0.0365521649654704,128.0,0
97332,-0.198071574086999,-2.98352350804735,0.15169513241812302,-0.39719469586424394,-2.0668125983051597,-0.26075579788110304,0.299908036336751,-0.22870227031763699,2.17032734931409,-1.72392765807421,-0.6751369663988729,1.69472798817231,1.16767584281826,-0.740835407242835,-0.29258265093073604,-1.08146126997662,0.434010284520711,-0.18809435453167103,0.927080618521925,1.4825438200071699,0.46032529602851,0.190557700064349,-0.825536973104538,0.5701077518595881,0.410124024082184,0.0870744345440942,-0.0740278428342835,0.15139046585864901,750.0,0
109608,1.23226420123857,0.185777863885918,-0.0293764682781332,0.674765505030532,0.407075768965945,0.5624552952822149,-0.12368063599659698,0.19449290416961898,-0.0737450958553884,0.134661235731306,0.446871805985633,0.419215733510543,-0.218974186413989,0.556734290028822,0.697695134380506,0.43490395241061003,-0.8522695266916741,0.304847768296259,0.0019425290264047602,-0.148675607223005,-0.0566710476354924,-0.14503797179633998,-0.140785470729715,-1.16524904237917,0.583648475841793,-0.352931463695811,0.0315141844753104,-0.000817943651672249,2.5,0
151029,-0.4120999785608421,1.6426840566738201,-0.493826844575478,2.03416435378998,1.11993726280744,-0.642753849640343,1.01618284468591,-2.6526215702154197,0.9205572179668849,1.3039509045637199,0.41235025842275796,-2.8138802254056205,1.65751108962623,1.8334983791628998,0.5909545970684229,-1.73657064577924,1.08302632693056,0.288734545643645,2.0342807032998,-0.206511204319738,1.5217257443924201,0.480073988744901,0.28866919261231394,-0.00973320690525992,-0.902404204043352,-0.339310483536812,-0.0683165768934433,-0.0895483782696559,5.49,0
89583,1.15283460858663,-0.00684579499974537,1.33213306803181,1.2381066508135,-1.22008486888204,-0.674820236031636,-0.6043423960990141,0.0822080308351638,0.7267543647571769,-0.0216346383028401,-0.3754096365777971,-0.351758731772378,-1.1663156647143,0.22536315588564398,1.5133982646764,0.579334070471208,-0.4857393049123289,0.379164794093536,-0.7504274971201071,-0.20756205150979,0.109248870457497,0.299908876207242,0.0444664913523867,0.6662730539785781,0.26168373266566897,-0.39063969385243297,0.0563427705361234,0.0411555727613471,7.54,0
117486,-0.65554279164465,0.34423426394400997,0.7325641448472421,2.9364958204091094,1.38269433263671,-0.481879735198944,0.23095818794479697,0.0237996556736822,-1.3134011803787702,1.06919199983935,-1.3207108463402701,-0.687291164607054,0.18409962592363605,0.39546184595926204,1.06528695142098,-0.0183003838382289,-0.22995574284504502,0.23523838133633201,1.07032795781366,0.574006923970756,0.0683946400658497,0.00211167296112405,0.12282202286607001,-0.468817344945589,-0.20467635890069,0.217254083460856,0.299491918926008,0.166950979226202,46.24,0
266253,-0.806885354312907,-0.0203294422459517,-0.220364410425564,-1.15184213228264,-0.493076456414279,-0.643215262540683,1.04288392084672,0.0159529942483346,-1.59867404735213,-0.424822342569853,-1.27115388026658,0.539481374519317,1.862566250724,0.167583446970375,-0.23359145359475603,-1.7626702477838898,-0.202351868207433,1.41387386501371,-1.15928346258605,-0.102539126847934,0.25139833333794004,0.8767774888002591,0.21448185521867896,-0.139870576186952,-0.0388364797421814,-0.10683163152519001,0.0206014131255147,0.115333379508284,210.0,0
87828,0.8383627378776229,-1.24522468336855,0.128168905670626,0.125235781729851,-0.814875507080422,0.569461489892453,-0.402452994514414,0.23932497594658397,-0.7862515036539541,0.6527481094992641,1.05959894646864,0.441840480833589,-0.954186495268958,0.34939409788903997,-0.49199890256132794,-2.2120744813888598,0.7089184907392819,0.407189638539438,-1.03660994144577,-0.24788335335654396,-0.304279272098565,-0.6786939659091898,-0.0905575082095064,-0.301610025109254,0.18540137718064398,0.39381488982686996,-0.019519252338981004,0.0281697306494322,206.0,0
284433,-0.305145732076525,0.8153409497306261,0.0237360668271823,-0.60602908405804,1.15464949837281,-0.903627761089279,0.928527338275695,-0.0728727311682143,-0.176076716967111,-1.1221763464856,-0.992869632988327,-0.8631587131164159,-1.2632128677387,-0.6754671366899611,-0.133024925021906,0.334672413916049,0.452754222815136,-0.00174915213117801,-0.092104262002586,-0.118642867559233,-0.259332163615809,-0.8344817290466371,0.0341290480729989,0.536199020381395,-0.602072658520946,0.0956737957313908,0.0948887793751777,0.199246761330942,0.99,0
231237,2.03874705353812,-0.49697265849955796,-1.15887956050313,-0.35618420513352794,-0.45143098189890996,-1.19696626167709,-0.0126379452733914,-0.335266438667878,1.23885969210914,-0.32057102441186996,-0.9427438532376509,0.599526757654873,0.0436718703052774,-0.0239976543477234,-0.385794583628226,-0.612469556335296,0.0513807709835477,-0.6481056357710561,0.516638046423624,-0.150474744322697,0.0638012338785024,0.464515271949544,0.0510072199454895,0.15901734774235998,0.0205786794954307,0.995875973974079,-0.0911278247615274,-0.0705175454055839,27.83,0
