date,meantemp,humidity,wind_speed,meanpressure
2013-01-01,7.604761904761905,83.29523809523809,2.903809523809524,1017.6857142857143
2013-01-08,13.17687074829932,66.51190476190477,8.013265306122449,1015.9421768707482
2013-01-15,13.40952380952381,80.06802721088435,4.471904761904762,1017.9727891156463
2013-01-22,12.848639455782314,64.74829931972789,4.9819727891156464,1019.8846938775511
2013-01-29,16.10765306122449,70.2795918367347,3.396377551020408,1016.5545918367346
2013-02-05,15.635034013605443,70.97465986394558,8.058945578231292,1017.3238095238095
2013-02-12,15.973469387755102,75.82244897959184,6.960680272108845,1013.7428571428571
2013-02-19,17.89030612244898,73.74489795918369,7.201785714285714,1016.8928571428571
2013-02-26,18.764625850340135,59.60340136054422,13.027091836734694,1016.0459183673469
2013-03-05,23.128401360544217,57.536564625850346,5.330017006802721,1012.9515306122449
2013-03-12,22.561224489795915,60.63945578231293,8.620068027210884,1012.9183673469388
2013-03-19,25.517857142857142,51.875,10.613690476190476,1009.1011904761905
2013-03-26,22.985204081632652,56.84438775510204,7.13484693877551,1008.9862244897959
2013-04-02,26.4687074829932,36.628571428571426,10.14061224489796,1007.2061224489796
2013-04-09,29.389115646258507,32.17448979591837,7.372908163265307,1006.4705782312924
2013-04-16,29.36615646258503,31.919727891156462,7.854914965986395,1003.9767006802721
2013-04-23,30.538265306122447,36.54336734693878,7.35484693877551,1007.405612244898
2013-04-30,31.37670068027211,29.056972789115644,7.23920068027211,1001.3670068027211
2013-05-07,32.56887755102041,30.64030612244898,8.507397959183674,1001.6181972789116
2013-05-14,33.464625850340134,31.276530612244898,8.738180272108844,999.6183673469387
2013-05-21,37.292857142857144,23.86955782312925,11.956309523809525,998.053231292517
2013-05-28,33.61445578231292,40.397448979591836,9.995068027210882,999.6085034013605
2013-06-04,35.043027210884354,47.16938775510204,9.3153231292517,997.2049319727892
2013-06-11,29.839285714285715,70.55017006802721,10.23222789115646,997.5901360544218
2013-06-18,32.857142857142854,57.70068027210885,7.480748299319728,996.5789115646259
2013-06-25,32.01530612244898,61.60034013605442,9.638690476190476,997.1037414965986
2013-07-02,31.6984693877551,69.08979591836734,9.045986394557824,998.087074829932
2013-07-09,30.625,74.49404761904762,8.22797619047619,997.7916666666667
2013-07-16,29.683333333333334,81.53571428571429,6.281904761904761,997.104761904762
2013-07-23,30.476190476190474,76.72448979591836,5.230952380952381,996.9013605442177
2013-07-30,30.772108843537413,70.84693877551021,8.178231292517006,997.9540816326531
2013-08-06,28.590986394557824,83.65816326530613,5.485714285714287,1001.1488095238095
2013-08-13,28.379931972789116,83.26190476190477,7.817244897959184,1000.2418367346938
2013-08-20,29.880102040816325,78.50255102040816,7.241496598639456,999.6887755102041
2013-08-27,30.54421768707483,62.258163265306116,10.366020408163266,1002.9265306122448
2013-09-03,30.933673469387752,53.756802721088434,14.897244897959183,1003.8588435374149
2013-09-10,30.660714285714285,62.618197278911566,3.9210034013605446,1004.8222789115646
2013-09-17,28.668367346938773,69.04829931972789,4.9055442176870745,1002.3549319727891
2013-09-24,28.788775510204083,74.65170068027211,4.987619047619048,1004.9011904761904
2013-10-01,28.41190476190476,67.93129251700681,4.785425170068028,1007.4352040816326
2013-10-08,27.763265306122445,76.11496598639455,3.2670068027210886,1009.2163265306123
2013-10-15,25.607993197278912,71.76275510204081,1.4012755102040817,1010.1692176870748
2013-10-22,23.99982993197279,68.32636054421768,1.7575680272108845,1011.5336734693877
2013-10-29,22.33843537414966,62.16581632653061,3.309183673469388,1014.0170068027211
2013-11-05,19.01360544217687,71.97414965986394,5.201105442176872,1015.8273809523808
2013-11-12,17.091836734693878,65.60969387755101,2.5729591836734693,1016.0637755102041
2013-11-19,18.591836734693878,64.30102040816327,4.051785714285715,1014.1530612244898
2013-11-26,18.553571428571427,66.60714285714286,4.928316326530612,1015.5739795918367
2013-12-03,16.647959183673468,75.7295918367347,2.812755102040817,1014.969387755102
2013-12-10,16.272959183673468,76.92346938775509,6.009438775510205,1013.6709183673469
2013-12-17,15.053571428571429,91.80357142857143,3.0785714285714287,1015.9464285714286
2013-12-24,12.141156462585034,73.47789115646258,8.994642857142857,1019.3928571428571
2013-12-31,12.579081632653061,85.09438775510205,7.8428571428571425,1018.2678571428571
2014-01-07,12.60374149659864,79.05867346938776,4.974404761904762,1018.4285714285714
2014-01-14,13.255102040816327,88.40306122448979,2.2479591836734696,1019.7959183673469
2014-01-21,14.438775510204081,89.39030612244899,7.972704081632654,1019.6530612244898
2014-01-28,15.489795918367347,76.6938775510204,4.666071428571429,1017.8214285714286
2014-02-04,16.158163265306122,68.75765306122449,8.169642857142858,1011.2142857142857
2014-02-11,13.696428571428571,75.17857142857143,6.946428571428571,1014.1607142857143
2014-02-18,16.160714285714285,74.48214285714286,5.825,1016.9107142857143
2014-02-25,17.323979591836736,76.71938775510205,4.245408163265306,1015.2015306122449
2014-03-04,19.482142857142858,63.517857142857146,6.983928571428572,1016.0
2014-03-11,21.477040816326532,62.0,7.6553571428571425,1014.8877551020407
2014-03-18,22.961734693877553,60.7219387755102,7.75,1010.4617346938776
2014-03-25,24.543367346938773,56.63520408163265,7.198214285714286,1010.484693877551
2014-04-01,26.747448979591837,45.97959183673469,9.737755102040817,1008.3010204081633
2014-04-08,27.091836734693878,37.464285714285715,10.568877551020408,1009.6352040816327
2014-04-15,26.767857142857142,50.67857142857143,7.0125,1009.6964285714286
2014-04-22,30.303571428571427,32.357142857142854,8.7375,1007.4107142857143
2014-04-29,32.57142857142857,31.803571428571427,7.314285714285715,1003.3392857142857
2014-05-06,30.117346938775512,44.82397959183674,7.472959183673469,1003.3979591836734
2014-05-13,29.5,44.80357142857143,10.257142857142858,1006.2321428571429
2014-05-20,32.160714285714285,40.07142857142857,10.75,1003.5714285714286
2014-05-27,33.42857142857143,41.92857142857143,7.116071428571429,1001.5816326530612
2014-06-03,36.92857142857143,28.910714285714285,8.339285714285714,995.625
2014-06-10,34.107142857142854,42.660714285714285,13.330357142857142,996.4464285714286
2014-06-17,35.42857142857143,45.82142857142857,10.85,994.2142857142857
2014-06-24,33.19642857142857,54.69642857142857,7.8374999999999995,998.625
2014-07-01,31.495681605975726,63.22268907563025,5.705182072829132,999.7884820594905
2014-07-08,34.80357142857143,49.0,8.798214285714286,996.7857142857143
2014-07-15,30.946428571428573,69.875,6.5303571428571425,996.0178571428571
2014-07-22,31.102040816326532,67.45408163265306,9.823214285714286,999.6198979591836
2014-07-29,31.428571428571427,67.80357142857143,5.1000000000000005,997.8673469387755
2014-08-05,30.408613445378148,74.0359768907563,5.0379201680672265,999.06118697479
2014-08-12,31.346938775510203,56.849489795918366,11.908928571428572,1000.625
2014-08-19,33.125,46.900510204081634,9.087244897959183,1002.8341836734693
2014-08-26,30.522959183673468,64.58163265306122,7.5125,1002.1071428571429
2014-09-02,29.0,75.17857142857143,7.148214285714286,1001.7959183673469
2014-09-09,28.992346938775512,71.88775510204081,6.251785714285715,1004.1173469387755
2014-09-16,30.714285714285715,58.089285714285715,6.848214285714286,1003.25
2014-09-23,30.267857142857142,49.92857142857143,11.097959183673469,1007.7729591836735
2014-09-30,30.596938775510203,53.62244897959183,2.074489795918368,1009.4540816326531
